uuid,prompt,topic
119d5421-c408-5e34-be89-272850a86df8,"close up A FBI AGENT hostage negotiator facing us crying and talking, 4k cinematic  ",kidnap
27b41e5b-e0f1-56a9-8ff8-cbf607c51a07,[Animated sequence shows King and Abir interacting]  ,king
8b0ae3a5-3767-51cd-97a1-30a60a387cd9,"a mad king storming down a castle hall, dark, realistic 22:9  ",king
4a0a1a65-0a9f-52fc-be48-bc7ba64d60fb,king we dug a pit in front of the palace in which snakes and scorpions were put and a Dagger soldier was standing.  ,king
e0b6e86d-fbdd-56ea-aee5-7ea04d081722,a crystalline being who is a king giving a passionate speech with hand gestures  ,king
ad7035a4-b6b4-5b51-82e3-aa11d735591e,all King minister abuse a victory King  ,king
4514abf4-8039-52fc-97fc-1e9db7aae061,3D Render style of a medieval king in full armor with a crown and cape. He is floatiing about the ground gaining full power like a super saiyan. Behind him is a psychedelic forest.  ,king
4cb488de-485c-5180-84f1-156791abf4de,hyperrealistic elven king in long robes full of jewellery in ancient persian style walking  ,king
c8071aab-8980-545e-a83a-89ba6456c825,"Once a king named Dev Shakti ruled a vest and prosperous kingdom.  He had earned a lot of fame, name, wealth, and respect.  ",king
edc3f79f-2aed-538c-bb33-294463db77f7,"King Solomon leading a diverse army of humans, jinn, and animals, majestic alliance, 4K, -gs 18 -neg &quot;no discord&quot; -ar 16:9 -seed 9876543210 -motion 3 -camera pan down left  ",king
e9f24d1c-08d3-5740-9508-09032d1fc2a3,young KING SHAHRIYAR and old andwise king Shahriyar&#39;s VIZIER  ,king
6f673da1-361e-5337-90ea-10129a05a53f,"A beautiful girl and her boyfriend sharing a romantic kiss under the stars, photorealistic, 4K, -gs 20 -motion 1 -neg &quot;no rain&quot; -ar 16:9 -seed 1234  ",kiss
fdb8027e-a74f-54ca-8542-be7137193cd6,a couple kissing in tower  Message: SAMOGILER (Font: COMICS)  ,kiss
d639c6d0-d732-5c93-b7d8-ea00882c9f7f,"arc shot of a kissing couple, cinematic, 8k  ",kiss
294833fa-9e35-5d3d-9507-28ddcd65e772,"a beautiful girl kisses, blows a kiss to the camera and smiles photorealistically  ",kiss
fbaad4a3-da3b-5ae2-ada3-6e2496cd232a,"360&#176; arc shot of a kissing couple, cinematic, 8k -neg &quot;looked cam&quot; -seed 1234  ",kiss
879c9178-eeb1-5c31-bdc7-b864688995ec,man man blowing a kiss  ,kiss
3578ae62-ddc8-5e89-9161-53722086c89b,lovers shadows kissing sunset  ,kiss
2aa7854d-8f54-5f51-826d-810b32a5131f,"a man and woman kissing. the man melts while kissing the woman. scene has a dreamy cinematic color wash. scene has dim lighting. scene has flickering lighting. scene is jn 1990&#39;s Movie style. has cinematic style and color. has a slow pan. has a slow zoom in. uses a 35mm camera lense. high quality. 4k. high definition. static film shot. gs 24.neg &quot;kids, people, background, color background, detailed background&quot;. ar 9:16. seed 1  ",kiss
b5aa8328-3d6d-5e60-86d0-3d159395d26b,lips puckering  ,kiss
1fb9af00-a0ef-56f6-aa2f-c475d1cdaed5,they&#39;re kissing passionately  ,kiss
f4458de7-8b1a-5b15-95f9-c52c6506ab18,"a toaster on the top of a microwave, front view -seed 5727626  ",kitchen
0c2ce9e3-cefe-507b-8a36-f44c6c61ceef,eggs  lying on a shelf of the kitchen and mother picking up one of them  ,kitchen
4328d703-a14a-580b-a1a5-fe4260f0b66e,"kitchen interior Japanese design,  ",kitchen
3ed23989-fd4b-5d23-bbbe-8d965bd2c689,a toilet and a hair drier -seed 1734684  ,kitchen
4b0443a0-f4f6-5139-b7f5-8bc11659abaf,kitchen&#39;s lifehack  ,kitchen
44fe391d-3f60-5ca4-b665-9fcad74c9a30,"Kitchen Nightmares, the stove attacks the cook, highly detailed, 4k resolution,HD  --motion 2 --ar 16:9 -gs 20 -neg deformed, bad anatomy, disfigured, poorly drawn face, mutation, mutated, extra limb, ugly, disgusting, poorly drawn hands, missing limb, floating limbs, disconnected limbs, malformed hands, blurry  ",kitchen
ae19217c-0fe3-505f-8a0a-292364c6706b,"Elegant Japanese kitchen, beautiful sand color: 5, white: 7, Taj Mahal marble, central island with bar stools on the outside, brown leather and matte gold legs, with elegant long lighting above the island. 9:16  ",kitchen
c123cace-70c0-5be5-9832-61c82d7fa47b,washing machine working inside an apartament  ,kitchen
5e06e8d3-f10a-5aec-996a-2beb8f44db36,":a lady wearing blue jeans and a pink shirt, standing up, at a table in her kitchen -Full Shot camera zoom out -motion 1 -seed 7217522784561618220 -neg [more than one person] close up  ",kitchen
29858e66-f3f6-5c14-b40c-a81f810e377d,a toilet and a hair drier -seed 3901742  ,kitchen
4abf8693-3a96-56b6-af9f-30b23d19666b,2 black kittens playing with a toy -ar 16:9  ,kitten
b1356296-6aac-50d5-b5a3-81e693f28440,"a baby cat rolling, realistic, 4K -gs 15 -motion 1  ",kitten
58ac163c-d841-55d8-bc96-cf27779ade0c,"Show a fluffy, adorable orange cute British Longhair  kitten that catches the eye of the viewers,
She goes down the stairs and frowns, High quality cinematography, day lighting  ",kitten
a1c0e438-a771-5f65-8ba9-78d827fce5d3,anime kitten in space  ,kitten
94fca383-b113-5d1e-ba27-4436a266b7b0,grey kitten  ,kitten
0cd7b112-7935-5f78-8015-2eda5c097a67,"an full body image of a cute kitten, created by Alberto Seveso using digital art techniques. The artwork features colorful pastel smoke and is designed as an avatar image. It is a form of airbrush art with elements of fractal cloud and fashion art  ",kitten
a4cefead-b4e6-5e40-bbd0-3cb8624baec0,Create a three-second video of a cute kitten chasing a bouncing ball in a sunlit room  ,kitten
6dc437ad-20aa-5d1c-a7b1-21072818322c,"fluffy kittens falling down, orange background  ",kitten
7a2ee286-c99c-5a51-8f6b-4d19e345432f,"Kittens, in a busy city, spend their days searching for food and adventure in the streets and alleys,ComicComic style, 8K,-ar 9:16  ",kitten
53560d19-d39b-53d1-bf8c-0b7415a2c3b9,"in a cozy little village, there lived a fearless kitten named Billy. Billy the fearless kitten had soft, white fur with patches of orange.  ",kitten
9250921d-2d3f-5bbc-82fd-cd5eee2cd139,guy swinging machette  Message: 1 Attachment  ,knife
18c93016-8cf8-53bf-aa7d-329d0b187846,king fight with enymies with knifes  ,knife
0d229f74-3ef2-51fc-954f-4c31b34aff40,"A man with a knife in a hand no deformation, no extra hands, detailed face, no extra fingers, no extra arms, no extra eyes, style old picture, ultra realistic, ultra 4k, unreal engine 5, --ar 9:16  ",knife
f414016e-d819-53cd-adcb-6705010bc69e,"boy running foward , throwing knives at you  ",knife
2e3796d9-f1bf-5815-b9df-d4736e4a668f,A chef chopping vegetables quickly with a knife in first person.  ,knife
8c8a8953-c1a5-5879-ad22-efa15e6c4f65,"close up on a mans hand holding a knife in a dark slaughterhouse, light reflections on knife, cinematic, dark, misty  ",knife
3ab0482a-6d9d-5b2c-a40a-27b8798a7aef,"Transition to different fields, showcasing how the cut-up technique influences modern music, filmmaking, and literature. Quick cuts between a musician sampling audio, a filmmaker editing scenes, and a writer digitally rearranging text depict the far-reaching impact of Gysin&#39;s invention. -ar 16:9 -motion 2  ",knife
5b68c9ee-eaca-5ebf-af71-381b0a47027a,a knife -seed 9447515  ,knife
6ddf6746-8097-550c-b1d5-6a2aee0dbeed,cutting aloe on a sand background with a big knife -ar 9:16  ,knife
5e0fe542-4591-544e-8a04-44753120c761,"knife slicing smoothly through rainbow colored clay. Extremely satisfying. Hyper realistic, 8k  ",knife
f40223ed-bded-5e27-b802-9578f4be02ca,scary knight  ,knight
16c4b222-17e7-55d1-94c8-05fbfe675450,knights templar running  ,knight
79eb0fd1-de3a-506d-b155-529de0b509f3,"templar knight coming back from barely won war walking among kneeling peasants in a huge cathedra, visible signs of fight on his clothes, cinematic, realistic, dramatic scene, Hollywood style, low lighting -ar 16:9 -camera zoom out -fps 24 -motion 1 -neg morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting  ",knight
c98c84d6-7b10-5743-b5d3-47a21cf600d5,A knight riding on a horse through the countryside  ,knight
a0aa3e7f-793e-5290-8939-861498848fb4,"1980&#39;s synthpop close up ofmedeivil knights mask, bright light studio lighting,dark empty room, grey and bleak, red studio lighting, realistic, doicumentary style  ",knight
47a89d29-e8b3-5169-bb5b-b8be2cd4bdb1,"An army of knights, including the commander. Full focus on him as he rides his horse. Hyper-realism. Crazy cinematic. More details. Clear face. Sony 50p camera.  ",knight
1002fb45-2650-542f-876c-65634acc3fa0,mobile game Pixel art of a carrot knight character walking  ,knight
cc1a37e5-f7e4-50df-b8bf-fc9a6d6bc550,elf knight helmet off in a bar inside sharpening his sword in the candle light drinking alone sitting down on a chair  ,knight
239653fc-3163-5629-8033-1b25872d4281,"Frontal shot of a extremely old wrinkled Templar knight, with a crestfallen face, in hooded medieval garb, grim-looking,  with a long white beard, leaning on a a parchment on a wooden table, in the dim light of a single big candle, in the dark hall of a castle. Realistic, cinematic.  ",knight
3ce59ce7-0edc-5de0-950e-a7484019b650,"In the desolate depths of despair, a fallen knight emerges, bearing a cursed blade that feeds on the souls of the innocent, forever burdened by the haunting echoes of their agonized screams. Driven by remorse and self-loathing, this tormented warrior wades through the shadows, forever seeking absolution amidst a world consumed by darkness.  ",knight
16b88fea-54dc-50d9-a732-6003f746bbc5,"a fluffy bunny wearing a straw hat, knitting a scarf  ",knit
6b815b11-7837-5919-855b-8c9e75cb1d55,Close up of purple yarn clumping together  ,knit
46675fd7-6edb-5555-9fbb-d29ff76b19f3,A long yarn line is on the mud ground.  ,knit
77a8f8b8-17f3-5434-ac1c-b3b028637594,walking in a world made entirely of colorful yarn  ,knit
b508fe39-8e21-580d-acf0-1b3b84f187de,"a cute knit scarf, cartoon style.  ",knit
7fb31efa-b878-5803-91f3-82fc96a69e24,"An old woman knitting sitting in the world, the world is made of fabric, you can clearly see the outlines of the countries, more wool falls out of it, all the colors come out of the ball in 4D style  ",knit
bcc1bd01-b78f-5472-90dd-4d84a42b0829,raw wool yarns turn into fabric wool  ,knit
21776996-c679-501a-b3af-2c9020e3f798,an unfolding flower composed of woolen threads similar to the nervous system  ,knit
a1f92d2e-fb98-5dc4-9282-ff3fe9254303,"a ball of yellow, brown and white colors on the table, next to it are knitting needles and a hook, the table is in a room with a fireplace Negative: without additional instruments  ",knit
dfd3ba08-10ae-5d61-94d2-91294038dd5d,"Scene :Roro Jonggrang sitting under a shady tree, knitting with intense concentration, while the peaceful village surrounds her.
( Cute, Asian skin, animation, 3D, cinematic, lightning, no deform, no ugly, camera front, day, HD, loop )  ",knit
60c7de5d-485d-56bb-9ad8-ddca59813a35,Korean style Palace green tree -gs 24 -motion 2  -fps 20 -neg watermark low quality  ,korea
e3c71260-2e67-52cb-9a10-403c318dcb0b,realistic  image of a Koreanbeautiful modern korean girl  ,korea
46f75dcb-3195-5db2-9201-80b518391d4c,koreay girl in the city  ,korea
6f480ee9-b946-5b91-bee8-f26e17ed5f8d,korean young beautiful happy woman send air kiss with butterfly  ,korea
2c729f30-2952-5724-858f-7ee2857fd347,a Korean woman wearing red hanbok standing in the river on the night time  ,korea
5efc7854-9a00-53a5-ad53-8c4a7cd436ed,A photo of a woman bowing in traditional Korean clothes on New Year&#39;s Day  ,korea
5907d82c-8fe2-53a1-a68e-8ca68bda74a2,Restorated analog footage of children in korea war zone  ,korea
57ee8ecd-e569-529a-9dba-6d5d172bb699,soul building in South Korea  ,korea
ba2c8cea-6ed0-5576-ab45-ee0068d60c05,cute 15ft korean girl wzlking on a street  ,korea
3bb6df79-9874-5025-873a-618a4859bb54,"italy, Kim ki duk style, hyperlapse, mist, heavily raining, well lit,  high texture, high octane render,  ",korea
fbe685d2-8596-5617-a61f-3cd6fdc0f686,a very fast kung fu battle between ninjas  ,kungfu
1002cce8-5335-5452-91ce-242875affb61,po Kung fu panda in a antique Chinese painting style  ,kungfu
45a53d31-8e41-5d30-b71a-e3072f0f01fa,badass Kung fu anime fight  ,kungfu
240a23dc-8e25-5fc6-96dc-3cf6cb1455ea,A monkey and a fox kung-fu fighting. Comic style  ,kungfu
269b887a-06f0-5b34-b61e-049a0033e820,kungufu fight between cow and monkey  ,kungfu
39854d36-74a2-5ca3-9660-e346b978b642,"A man fight Kung Fu with tiger, zebra, lion and giraffe --ar 16:9  ",kungfu
90dc9274-417d-5b00-8c22-ef8531e78f65,a robot fight kung fu  ,kungfu
5e5c4f8b-4d35-545d-9c10-e2e48763a6f2,kungfu panda eating noodles  ,kungfu
8a2c0532-70d2-5eb6-be42-aa67bebc45c9,"young Chinese man in traditional kung fu attire, performing elegant and powerful kung fu moves in an ancient temple courtyard, detailed architecture with intricate dragon sculptures, serene mountains in the background, early morning mist enhancing the mystical atmosphere -gs 22 -ar 16:9 -motion 3 -camera zoom in  ",kungfu
037f531e-e075-5836-aa5d-b10f6c12db59,"((Generate a video showdown between a football superstar and a Chinese costume kung fu superstar, recorded in 4K format with an Alei camera)) -ar 16:9  ",kungfu
6134e9f6-94e5-5544-afd3-b6d07cf250ea,"Kurt Angle standing on the sidewalk, New York City background, looking straight into the camera, speaking  ",kurt cobain
3a55048c-7c93-50a6-bc16-1ee8fcd4e618,"Kurt Cobain sings a song while sitting on a chair, -ar 16:9  ",kurt cobain
12911eba-e0cd-57c4-883d-9c1cb0a03ed1,recreation of death of kurt cobain in the floor  ,kurt cobain
296445bd-b8ec-51ba-8885-bcd74e118f52,kurt cobain holding a shotgun and smiling - ar 16:19  ,kurt cobain
e37ee426-d0a8-529f-9d74-c5767130958d,"Kurt Cobain using an iphone, 4K, UHD, HDR, sharp, crisp -neg anime, render, illustration, deformed hands, deformed face - motion 4  ",kurt cobain
6510e650-74ee-5c17-b61b-d3330bce5e28,in 4k kurt cobain is crying cinematically  ,kurt cobain
80319e35-105f-5fa4-b64f-2e522ae34570,Kurt Cobain playing guitar  ,kurt cobain
cad72d24-89ce-5445-a3e2-f8247cfcd095,kurt cobain doing a tiktok dance  ,kurt cobain
8edb3dd5-0a95-57aa-b5d7-ddcfdaa7a50a,"Kurt Cobain walking down a long corridor, seen from behind, -ar 16:9  ",kurt cobain
1cbdf6a2-d440-5b33-b0f9-ad46a8fa1b05,"Kurt Cobain is dead and his head is blown apart is a horrific gory scene. Self inflicted shotgun blast aftermath, suicide, head blown apart, blood everywhere, setting is in 90s era apartment living room and he is sitting on a couch, close shot  ",kurt cobain
ad17eb8e-6d63-5d61-b4df-1d5c73dc8899,une belle fleur dialogue avec une coccinelle qui se trouve sur une autre fleur en face d&#39;elle .camera zoom out  Message: live (Font: RETRO)  ,ladybug
fb04a30a-d16c-5f3c-b576-f0a4a1a5a3b6,lady bug and super cat defeat hawk moth by taking possession of his talisman  ,ladybug
0bc77ee1-1fe5-5fff-9137-642bec099886,"ladybug-robot on the growing green grass on the lawn,  futuristic city background, close-up,  raw photo, bottom view  ",ladybug
c964aa48-d342-5b8d-92e0-6fa6c94747fb,an army of ladygbugs eating an old lady  ,ladybug
b35e3bca-3b60-5ee2-bb23-4d2417bd47f2,lady bug on side of pool  ,ladybug
87a3995d-db3a-5f34-a1e4-4b717ad3a908,"capture the moment when Ladybug is in hand, creeping slowly, --ar 16:9  ",ladybug
6ca38de6-22e3-5f59-833a-399c8d6b6880,"ladybug on the growing green grass on the lawn,  industrial city background, close-up,  raw photo, bottom view  ",ladybug
1c02befc-eb7e-555c-8971-d56d30953825,Luna  little fairy and the ladybug forge a unique bond of friendship.Show Luna the fairy teaching the ladybug to take her first flight.  ,ladybug
495a23f7-dc0d-5b49-a969-d01f896027b4,"a family of lady bugs playing with a two 4 year old kids. one girl and one boy. They play in the garden. the ladybugs are just as large as the kids. crisp lines, White Background, black and white  ",ladybug
4fcafc32-44ab-5c10-96ff-50b7e2c06f4c,. Lily - A graceful and kind-hearted ladybug who loves spreading happiness.  ,ladybug
2d67f6e6-57bb-5201-a003-7c42913a7377,pink planet with donuts  Message: ecrin store (Font: MODERN)  ,lake
14a1f761-c931-57eb-9ef0-1871ddc74128,isolated ultra modern alaska home --ar 9:16  ,lake
a09c122a-0061-5702-a79c-ea5c40da71bf,"a metal humanoid made of stainess steal sitting by the lake, alone  ",lake
d0939134-04fd-5786-89af-c16a197991cd,beautiful lake /mid night  reflecting starts and moon blue moon  ,lake
e0619dc0-9b9d-512d-8f3f-7925846844e0,"3D<em>Animation_Style</em>    Sunset over the mangroves     Campfire casting dancing shadows     Sounds of nature – crickets, rustling leaves     Friendship and laughter around the fire  ",lake
212c5297-b31d-5493-849a-2bb44e185a1f,many peopel on frozen park lake  ,lake
